label,title,description
2,Birdstone Shows Belmont Was No Fluke,Birdstone won the Travers Stakes on Saturday and solidified his credentials as the top 3-year-old in training.
4,Big Blue Absorbs Venetica in Move To Strengthen Information ,"CHARLOTTE - In a move it says will strengthen its bid to dominate information integration markets, IBM announced Thursday that it was acquiring Venetica, a Charlotte-based developer of database integration tools."
3,Not Buying Into Shopping's Big Day,"To most weary shoppers, it's known as Black Friday, the semiofficial start of the holiday retail season. But to hundreds of regional residents and countless others worldwide "
3,"Report: BofA job cuts total 1,365","American Banker reports Ken Lewis, chief executive of Charlotte-based Bank of America Corp. says the bank has laid off 1,365 former FleetBoston Financial Corp."
4,Task force should clear shuttle for launch,"NASA appears on track to return the space shuttle to flight in May or June 2005 as planned, says an influential oversight panel. The independent task force - set up to oversee NASA's efforts following the "
4,Ottawa moves to expand DNA databank,OTTAWA - The federal government passed legislation Friday that will authorize judges to order people convicted of child pornography to submit DNA samples.
3,"EU, Japan on Hold, Awaiting WTO Green Light to Hit Back at US",US questions about how Japan and the European Union would retaliate against a law that has handed more than $750 million in customs duties to US companies stalled World Trade Organization approval of the sanctions today.
3,Oracle quarterly profit rises on software demand,Oracle (ORCL) Tuesday reported a 16 rise in quarterly net income as the world's second largest software company benefited from steady demand for its flagship database software.
3,High Court To Weigh File Sharing,"The Supreme Court agreed yesterday to hear the entertainment industry's case against two Internet-based file-sharing services through which millions of people swap music and movies online, a "
1,House intelligence bill would add police powers (Chicago Tribune),Chicago Tribune - House Republican leaders introduced legislation Friday that grafts broadened police powers onto a plan to reform the nation's intelligence gathering agencies.
1,Hurricane Ivan Damages Parts of Barbados,"ST. GEORGE'S, Grenada - Packing ferocious winds, Hurricane Ivan made a direct hit on Grenada Tuesday, blasting apart scores of homes and forcing hundreds of evacuations before growing even stronger as it moved in Jamaica's direction..."
4,PDA Market Continues its Downslide: IDC,"With the advent of smartphones and declining popularity of personal digital assistant (PDAs), IDC has reported a drastic fall in sales of PDAs worldwide with the industry recording a year-on-year fall for the third successive quarter."
4,Study Links Tree Rings to Global Warming ,AP - Did global warming spur severe drought in the Western United States? A new study co-authored by a tree-ring researcher at the University of Arizona shows a possible connection.
1,Hurricane Jeanne Continues to Ravage Fla.,"MELBOURNE, Fla. - Hurricane Jeanne tore a fresh path of destruction and despair as it continued its march up storm-ravaged Florida, where the fourth major hurricane in six weeks shut down much of the state and prompted recovery plans on a scale never before seen in the nation..."
3,Eurofighter set to boost BAE in 2005,"BAE Systems, the weapon system manufacturer, said on Monday that it was expecting a modest performance improvement in 2005, in part because of the results ongoing negotiations with the British government over the Eurofighter programme."
1,Iraqi insurgents continue,Iraqi firemen walk in front of heavy black smoke billowing from a sabotaged key pipeline pumping oil exports from northern Iraq to Turkey and a local supply line west of the main northern oil capital of Kirkuk.
3,"Hell no, we wont go, says Gold Fields","JOHANNESBURG (Mineweb.com) -- Initial feedback from Gold Fieldss North American and European investors is rejection of the hostile all-share bid by Harmony Gold for its larger rival, which has labeled the offer as opportunistic, Gold Fields chief "
3,Oil Dips Below $46 as Iraq Flow Rises, LONDON (Reuters) - Oil prices dipped below $46 on Tuesday  in a third day of falls as a more optimistic Iraq export  picture helped unwind some of the supply worries that have  lifted the market to historic levels.
4,Star Wars or A Peaceful Life on Mars: NASA Gets The World Dreaming ,"If peace on earth is no longer feasible by the end of the century, you may have another option: Move to Mars! Yesterday, the head of NASA's surface exploration mission said if we can find water on the red "
1,Rescuers Search for Survivors of Egypt Bombing," TABA, Egypt (Reuters) - Rescue workers sifted through the  wreckage of an Egyptian Red Sea hotel on Saturday, hoping to  find survivors after a series of bomb blasts targeting Israeli  tourists in the Sinai Peninsula killed at least 33 people."
1,Japan Rejects Fischer's Refugee Bid,"TOKYO - Japan's Justice Ministry rejected former chess champion Bobby Fischer's demand for protection as a political refugee on Tuesday and issued an order to deport him.    Fischer, in custody since he was detained by Japanese airport authorities on July 13 with an invalid U.S..."
1,Right-Winger Fini Is New Italy Official ,"AP - Gianfranco Fini, a right-wing leader who has turned his party from Neo-Fascist to mainstream conservative, was appointed Thursday as Italy's new foreign minister, a Cabinet minister said."
3,Maker of Antidepressant Drug to Release All Trial Results,"In a settlement that the New York State attorney general said would transform the drug industry, GlaxoSmithKline agreed today to release the results of all its drug clinical trials."
4,Double MyDoom for Internet Explorer flaw,"A second version of the MyDoom variant that uses a flaw in Internet Explorer has started to spread, antivirus researchers said on Tuesday."
1,House GOP Alters Its Rules to Shield Combative DeLay (Los Angeles Times),Los Angeles Times - WASHINGTON  #8212; House Republicans changed a party rule Wednesday to allow Rep. Tom DeLay of Texas to remain as majority leader even if indicted in an investigation of campaign finance violations in his home state.
2,Cavaliers Rally to Beat Celtics 98-96 ,"AP - Zydrunas Ilgauskas scored 26 points, including the game-winning jumper on an assist from LeBron James with 19 seconds left, and the Cleveland Cavaliers rallied to beat the Boston Celtics 98-96 Friday night."
1,Five Pitcairn men guilty of rapes on girls,THE mayor of Pitcairn Island and his son were among five men found guilty yesterday of a series of rapes and sexual assaults against young girls on the island stretching back more than four decades.
2,Palmeiro Not Bitter Back in Texas ,"AP - Rafael Palmeiro didn't return to Texas a bitter man. There are too many good memories at the place he called home the past five seasons, and where he hit his 500th homer last year."
1,Protester attacks Berlin exhibition of art  bought with Nazi blood ,Security will be tightened at a Berlin art show which is alleged to have been funded by Nazi  quot;blood money quot; after a woman protester overwhelmed wardens and vandalised two works at the exhibition yesterday.
4,IBM Releases New Linux-Oriented Database Software (Reuters),Reuters - International Business Machines\Corp.  late on Wednesday rolled out a new version of its\database software aimed at users of Linux and Unix operating\systems that it hopes will help the company take away market\share from market leader Oracle Corp. .
3,Selling your small business? Broker can smooth the way,So you've decided to sell your small company. You figure that all you have to do is put an ad in a newspaper or trade publication and you'll have a buyer in no time.
2,Forget Paris: Sammy  happy to be a Cub ,"The flood of trade rumors involving the Cubs and New York Mets has traveled all the way to Paris, where Sammy Sosa took a break from vacation to phone his agent."
1,Home users get Windows update,Microsoft is making its important security update for Windows XP available on auto-update servers today.
